priority,listing_url,listing_name,host_name,area,bedrooms,cleanliness_score,overall_rating,num_reviews,host_total_listings,last_review,suggested_angle,status,notes
STANDARD,https://www.airbnb.com/rooms/1133875523545743245,My East End Home,Luigi,Tower Hamlets,1,4.84,4.84,19,1,2026-05-09,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1187947331023633002,Dreamstay Apartments London Tube,Dreamstay Apartments Limited,Waltham Forest,2,4.79,4.79,19,1,2026-06-20,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1282881463357016063,LondonTowerStays Super 2Bed2Bath,Mark,Tower Hamlets,2,4.74,4.63,19,1,2026-04-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1291257601492576624,Stylish one bed flat in Hackney,Paddy,Hackney,1,4.79,5.0,19,1,2026-05-19,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1350600457887419500,"Incredible Loft, Central London",Fabrício,Tower Hamlets,2,5.0,5.0,19,1,2026-05-12,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1381138990371669294,Creative Central-East London hideaway,Manu,Tower Hamlets,1,5.0,4.95,19,1,2026-06-02,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1430413521131094920,The SE18 Stylish Family House,Harjit,Greenwich,2,4.84,5.0,19,1,2026-06-13,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1473712532960774682,The Cloonedy Residence,Kamilla,Tower Hamlets,1,4.89,5.0,19,1,2026-05-18,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1513177821236791697,Modern 1-Bedroom Flat in the Heart of East London,Varvara,Newham,1,4.79,4.79,19,1,2026-06-21,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1523201416019024386,Private charming garden house in Victorian home,Andrew,Newham,1,4.84,4.95,19,1,2026-05-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1561034363830398684,Huge Riverside 1 Bed Flat in Central Greenwich,Rory,Greenwich,1,5.0,5.0,19,1,2026-06-13,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1558669021479889515,Cosy Narrowboat in Central London,Renate,Tower Hamlets,1,5.0,5.0,19,1,2026-06-21,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1560179822273483455,2bed Apartment close to ExCel with free parking,Dalerine,Newham,2,4.79,4.74,19,1,2026-06-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1567174986128104222,Canary Wharf Skyline 2BR with Big Sunny Balcony,Emma Host,Tower Hamlets,2,4.95,4.95,19,1,2026-06-10,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1595633303184208389,Cosy Tower Bridge | Waterside | St Katherines Dock,Emma,Tower Hamlets,1,5.0,4.95,19,1,2026-06-10,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/24052562,Lovely Historical Home with gardens,Kitt,Hackney,2,4.83,4.94,18,1,2025-12-23,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/44630273,One bedroom apartment with off street parking,Mona,Greenwich,1,4.89,4.94,18,1,2025-12-12,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/44454988,Beautiful flat - private patio - Victoria Park,Becky,Tower Hamlets,1,4.89,4.94,18,1,2026-06-13,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/635195653202144964,Stunning Townhouse by Clissold Park,Alexander,Hackney,4,4.94,5.0,18,1,2026-01-05,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/686958316047112315,Spacious & fab Victorian 1bed flat w/ free parking,Christina,Greenwich,1,4.78,4.83,18,1,2026-05-19,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/711354666866273665,Charming Two-bedroom Moored Boat in Canary Wharf,Dale And Luisa,Tower Hamlets,2,4.94,4.83,18,1,2026-06-22,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/742508629718028260,Lovely and bright 1 bedroom flat by Lea River,Gabriela,Hackney,1,4.78,5.0,18,1,2026-04-06,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/866711138349984133,Spacious 1 bedroom flat with balcony,Didem,Hackney,1,4.94,5.0,18,1,2026-06-03,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/929439533041058865,Boho chic flat in East London,Esteban,Tower Hamlets,1,4.94,4.94,18,1,2025-12-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/977313489577392830,Spacious 1 bed - Shoreditch,Elodie,Tower Hamlets,1,4.76,4.78,18,1,2026-06-28,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1096878374539433016,GuestReady - Spacious Studio by London Fields,GuestReady,Hackney,,4.78,4.56,18,1,2026-06-20,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1109312223476817156,Cosy 1 bed in Newington Green,Margaux,Hackney,1,4.83,5.0,18,1,2026-05-31,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1223268120203150306,Cosy Flat with Stunning Views.,Olumide,Greenwich,1,4.89,4.89,18,1,2026-02-11,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1262350382161649513,GuestReady - Modern Comfort in Stoke Newington,GuestReady,Hackney,2,4.78,4.67,18,1,2026-05-10,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1302227070632043490,Stratford Olympic village 2-bed,Susannah,Newham,2,4.78,4.94,18,1,2026-05-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1419678558903312105,"Luxury 2 Bed, City Views, By Station, Canning Town",Omolara,Newham,2,5.0,5.0,18,1,2026-02-15,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1435562853433464343,"Lovely 3 double bed large house, fully renovated",Ahmed,Greenwich,3,5.0,5.0,18,1,2026-06-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1486365853070122658,"Chic, private flat in Hoxton",Ibrahim,Hackney,1,4.78,4.78,18,1,2026-06-14,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1532711402950366991,"Modern 2BR Apartment near ExCeL, O2 & Canary Wharf",R&A Residences,Newham,2,4.83,4.83,18,1,2026-06-10,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1535321259471733513,Sunset views and luxury living in London Fields,Alex,Hackney,3,4.72,4.83,18,1,2026-06-18,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1562109644404963251,Designer Canary Wharf Flat | Gym & Large Balcony,Lois,Tower Hamlets,2,4.78,4.83,18,1,2026-06-13,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/52249340,Lovely 1-bed flat in central Hackney!,Jonnie,Hackney,1,4.76,4.82,17,1,2026-01-22,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/53694307,"Victorian Home, Private Garden, Bethnal Green",Imogen,Tower Hamlets,2,4.76,4.82,17,1,2026-04-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/655743814164026625,Fantastic 3 bed family home in East London,Katie,Waltham Forest,3,4.94,4.94,17,1,2026-01-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/770328163917532274,2 bed apartment - heart of Walthamstow village,Tracy,Waltham Forest,2,4.71,4.94,17,1,2026-05-31,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/867833743877713768,"Little Gem| Entire Flat near Excel, City Airport",Mahm,Newham,1,4.76,4.88,17,1,2026-01-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/920635511046140262,Cosy & Zen East London Getaway,Dipika,Waltham Forest,1,4.82,5.0,17,1,2025-12-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1014264641819058808,"Entire Garden Flat, Spacious & Quiet, in Dalston",Kate,Hackney,1,4.76,4.76,17,1,2026-05-21,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1066539457589224208,Luxury OneBedroom Flat with View,Luciano,Newham,1,4.94,5.0,17,1,2026-06-08,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1150697615656608558,"Stylish, Very Clean, Spacious flat close to ABBA",Nadia,Newham,2,5.0,5.0,17,1,2026-06-18,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1201295837375555692,Heart-Warming Hackney Hide-Out,Chrissy,Hackney,1,4.94,4.94,17,1,2026-06-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1208840639817376387,Raflow Stays - Thamesmead Ldn,Saheed,Greenwich,1,4.88,4.88,17,1,2026-06-14,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1271565019772682248,Canal View Balcony Apartment • Shoreditch / Hoxton,Aaron,Hackney,1,4.94,5.0,17,1,2026-03-31,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1308009097277451745,"2-Bedroom London Apartment - Balcony, Free Parking",Uma,Waltham Forest,2,4.71,4.71,17,1,2026-06-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1321335508453958761,New Large 2 bed flat,Gabrielle,Newham,2,4.71,4.59,17,1,2026-03-29,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1321970021701306041,Stylish London Fields Apartment,Devansh,Hackney,1,4.94,5.0,17,1,2026-06-14,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1363040108493267334,Quiet & private in East London,Yannis,Newham,1,5.0,5.0,17,1,2026-03-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1379626983404070122,Entire apartment in Canning Town,Mubeen,Newham,1,4.71,4.76,17,1,2026-06-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1376672436851774204,Bright and modern Clapton loft,Paula,Hackney,2,4.76,4.88,17,1,2026-05-29,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1395055227971953097,One Bedroom flat near Hackney Marshes,Jevgenijs,Hackney,1,4.88,4.71,17,1,2026-05-31,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1439987017240939485,The George - Homerton,Chris,Hackney,2,4.71,4.94,17,1,2026-06-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1441347215186510185,Stylish 2-Bed Flat in Woolwich,Anna,Greenwich,2,5.0,4.94,17,1,2026-02-15,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1505027838554365780,Cosy Ground-Floor Flat by Park & Farm,Elvira,Tower Hamlets,1,4.76,4.88,17,1,2026-05-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1639753350263329412,Beautiful 2 bedroom flat 10 mins from Canary Wharf,Philip,Tower Hamlets,2,4.94,4.94,17,1,2026-06-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1651918252914301426,Studio with Own Entrance Perfect Getaway!,Raja,Hackney,1,4.76,4.88,17,1,2026-06-17,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/19982120,"Lovely 1 bed flat in Homerton, Hackney",Belinda,Hackney,1,4.94,5.0,16,1,2026-06-23,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/21508890,Designer warehouse loft with private terrace,Jonathan,Hackney,,4.75,4.94,16,1,2026-06-13,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/33601088,Elegant 1 bedroom flat in the heart of Shoreditch,Alexandros,Hackney,1,4.94,4.88,16,1,2026-01-02,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/43709205,Luxury 2 Bedroom House near Excel/ City Airport/O2,Junaid,Newham,2,4.94,5.0,16,1,2026-06-14,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/49605726,Soulful house & garden for 2 in Stoke Newington,Andrea,Hackney,2,5.0,5.0,16,1,2026-05-29,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/53285333,Lovely 2 bedroom apartment with parking space,Ayodele,Newham,2,4.88,4.81,16,1,2026-05-29,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/631514907406086020,Stylish Victorian House With Workspace,Sean & Grace,Waltham Forest,2,4.88,4.94,16,1,2026-05-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/627524196033192418,Cosy London Fields warehouse conversion,Hakan,Hackney,1,5.0,4.88,16,1,2025-12-10,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/641746908997493756,Modern design Victorian terrace,Leo,Tower Hamlets,2,5.0,5.0,16,1,2026-04-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/805629264013408825,*Bright 2 Bedroom Dalston Flat*,Cleo,Hackney,2,4.94,5.0,16,1,2026-06-23,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1018653786157619089,Snug 1 bed flat in Hackney!,Alejandro,Hackney,1,4.88,5.0,16,1,2026-05-08,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1048317110635180674,Cosy two bedroom flat in Hackney,Lucy,Hackney,2,5.0,5.0,16,1,2026-05-17,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1187075140688057778,Beautiful 1Bed apartment,Debbie,Hackney,1,4.88,4.88,16,1,2026-04-06,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1202660986676209211,Luxury Spitalfields Loft,Isil,Tower Hamlets,2,4.94,4.88,16,1,2026-05-08,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1337713666200002030,Canary Wharf Thames views.,Jean,Tower Hamlets,1,5.0,5.0,16,1,2026-06-08,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1440044895255548050,Cosy Bright 2BR Flat in Stokey,Omer,Hackney,2,4.88,4.88,16,1,2026-05-10,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1457799876282477881,Cosy family home in Bow,Eleanor,Tower Hamlets,2,5.0,5.0,16,1,2026-05-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1525478217300740120,Walthamstow village with central london access,Marjorie,Waltham Forest,2,4.81,4.88,16,1,2026-05-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1541986516206603268,Cosy 1-Bedroom Flat in London's Trendy Stokey,Eylem,Hackney,1,4.75,4.94,16,1,2026-06-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1551481976774674641,Cozy 2BR Flat | Near Church St & Clissold Park,Victoria - Pass The Keys,Hackney,2,4.88,4.63,16,1,2026-06-12,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1605968376600020887,Chic Studio|1 Stop to O2|15 Mins to London Bridge,Jackie,Tower Hamlets,1,4.81,4.88,16,1,2026-05-02,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1662462909300881042,Stylish 1-Bedroom Flat with Spacious Living Room,Maria,Waltham Forest,1,5.0,4.88,16,1,2026-06-20,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/10832179,"Top-Floor, Wraparound Terrace & Views | E2",Angela,Tower Hamlets,1,4.93,4.8,15,1,2026-06-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/19803976,Stunning 4 bedroom house with garden in Clapton,Blaise,Hackney,4,4.87,4.93,15,1,2026-06-16,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/29957846,Brazilian Modernist Apartment in Shoreditch,Andrzej,Tower Hamlets,1,5.0,4.87,15,1,2026-04-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/38210533,Modern Flat in East-London Whitechapel/Shoreditch,Rasal,Tower Hamlets,1,5.0,4.93,15,1,2026-05-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/51479665,Gorgeous Maisonette in heart of Hackney Central,Josh And Natasha,Hackney,2,4.93,5.0,15,1,2026-04-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/52808100,Stylish 2 Bedroom Spitalfields Shoreditch Flat,Can,Tower Hamlets,2,4.8,5.0,15,1,2026-05-25,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/805985400594772744,"Beautiful, bright, spacious 1 bed flat, Dalston",Kristoffer,Hackney,1,4.87,4.93,15,1,2026-05-09,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/889687285263013287,Spacious Dalston Loft (1 Bedroom),Lotus,Hackney,1,5.0,5.0,15,1,2026-02-06,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/913479622049285133,"Stylish, airy flat with balcony",Ben,Waltham Forest,1,4.73,5.0,15,1,2026-06-03,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1041939752179986748,Top Floor Apartment with London Skyline Views,Ben,Hackney,1,5.0,5.0,15,1,2026-04-13,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1076732985649820236,Fully-equipped flat in the city of London,Travelnest,Waltham Forest,2,4.87,4.8,15,1,2026-02-15,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1101995234468028668,"Newington Green Loft: homely, bright, well-located",Jordan,Hackney,2,4.8,4.93,15,1,2026-06-21,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1184263514267499021,Lovely garden duplex flat in the heart of Hackney,Louise,Hackney,2,5.0,5.0,15,1,2026-01-03,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1288364905137459429,A home away from home!,Philip,Greenwich,3,4.87,4.53,15,1,2026-05-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1314671758948463401,Beautiful and Quiet Apartment with a view,Nicholas,Hackney,1,4.93,4.93,15,1,2026-01-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1357375540020298077,The Tree House Flat in East London,Dillon,Waltham Forest,1,4.93,5.0,15,1,2026-06-15,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1375455333001752979,Stunning modern apartment!,Jess,Hackney,1,5.0,5.0,15,1,2026-06-22,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1381847720810877121,APT in the heart of Bricklane!,Hamid,Tower Hamlets,1,4.8,4.67,15,1,2025-12-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1426666529772075355,"Modern 2BR Flat, Shoreditch",Demi,Hackney,2,4.93,4.93,15,1,2026-04-13,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1459296621142853547,1 Bedroom Flat in the Heart of Hoxton,Valentina,Hackney,1,5.0,5.0,15,1,2026-06-24,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1492056737004853490,The roundabout flat!,Sam,Tower Hamlets,1,4.73,4.8,15,1,2026-05-24,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1503755352935802352,"Stylish Flat in Zone 1, Heart of London",Fernanda,Tower Hamlets,2,4.87,4.93,15,1,2026-06-05,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1563859302326325274,Rue 28,⁨Rue28⁩,Greenwich,1,4.8,4.73,15,1,2026-06-16,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1560182308181994025,Perfect East London base 5 mins walk from tube,Siy,Waltham Forest,1,4.8,4.93,15,1,2026-06-25,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1667904584728287261,Stylish Brick Lane Studio Near Tube & Dining Hub!,Harleen,Tower Hamlets,1,4.71,4.93,15,1,2026-06-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/5846399,Nature haven near central London,Maria,Hackney,1,4.79,4.71,14,1,2025-11-23,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/7615084,Comfortable & private Hackney flat -all mod cons,Charlotte,Hackney,1,4.71,4.93,14,1,2026-04-02,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/17899724,Modern Stoke Newington flat,Chris,Hackney,1,4.79,4.93,14,1,2026-05-16,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/21874690,"Beautiful garden flat Clapton, East London",Alexander,Hackney,1,4.79,4.93,14,1,2026-06-16,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/25067533,Beautiful 4 bed home in lovely neighbourhood,Alex,Waltham Forest,4,4.79,4.71,14,1,2025-12-29,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/29736243,4 bed home in trendy Hackney neighbourhood,Nick & Mary,Hackney,4,4.86,5.0,14,1,2026-06-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/38385109,Modern House | 5-min to Tube | Walthamstow,Andrew,Waltham Forest,1,4.79,4.86,14,1,2026-04-10,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/38819262,"Glorious, light and newly decorated.",Chris,Hackney,1,4.86,5.0,14,1,2026-01-02,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/39191965,Modern family friendly w/ amazing views,Sathya Parthasarathi,Tower Hamlets,2,5.0,5.0,14,1,2026-06-08,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/41727625,Lovely 1 bedroom flat on Victoria Park,Diana,Tower Hamlets,1,4.71,4.86,14,1,2026-01-09,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/42618791,Spacious home with garden in East London,Neil,Tower Hamlets,2,4.79,4.93,14,1,2026-05-06,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/608410693516491328,Lovely flat in the middle of London,Alessandro,Hackney,1,4.86,4.86,14,1,2026-06-07,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/612277010209439824,A cosy space in London’s hipster paradise,Jamie,Hackney,1,4.86,5.0,14,1,2026-04-30,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/638821907954090143,Charming Art House + Garden in Walthamstow Village,William,Waltham Forest,2,5.0,5.0,14,1,2026-05-17,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/635266905956421824,Spacious penthouse with roof terrace,Minki,Hackney,1,4.71,4.86,14,1,2026-05-27,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/723740765731715556,"Newly refurbished, modern & cosy 1BD apartment",Simon,Waltham Forest,1,5.0,5.0,14,1,2026-03-01,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/804023492274464995,Spacious home with balcony and office,Grace,Hackney,1,4.93,5.0,14,1,2026-05-29,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/862770507822766921,Calm characterful flat with terrace in De Beauvoir,Oliver,Hackney,2,5.0,4.93,14,1,2026-06-13,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/900682383051230202,Potter's House,Lucia,Hackney,1,4.93,4.79,14,1,2026-01-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/947564504928594180,Quiet apartment in East London,Sof,Newham,2,4.86,5.0,14,1,2026-01-04,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
STANDARD,https://www.airbnb.com/rooms/1157010434234671530,Designer house in Greenwich - The Greene House,George,Greenwich,2,5.0,5.0,14,1,2026-05-17,"Backup angle: 'keep your cleaner, save us for when they cancel.'",,
